Alpha_0__Dr_0_1__H_0_5,Alpha_0__Dr_0_5__H_0_5,Alpha_0__Dr_0__H_0_5,Alpha_0__Dr_100__H_0_5,Alpha_0__Dr_10__H_0_5,Alpha_0__Dr_1__H_0_5,Alpha_0__Dr_5__H_0_5
2.07340648322848e-14,1.52984296241828e-14,4.01106466868221e-14,1.79394408031287e-14,1.89754951396306e-14,1.18246616170003e-14,2.07860031884921e-14
5.25519824012403e-14,5.5129223901049e-14,5.09669283556926e-14,4.74856770551301e-14,5.00929843154784e-14,5.29170146340019e-14,4.93444694345714e-14
3.57154315089084e-14,3.45443579505457e-14,5.11960152835248e-14,4.11231278757581e-14,3.60094597803889e-14,3.59517286165254e-14,3.85802262243423e-14
4.31326716048564e-14,3.71913196994908e-14,5.07261801151672e-14,4.44943538760088e-14,4.46244174055814e-14,3.91120939877228e-14,4.17852468149821e-14
4.62960385682191e-14,5.75426316468866e-14,5.307021287311e-14,5.93412162152323e-14,5.73686273984595e-14,5.41396883098687e-14,5.0809417078925e-14
2.2628609637285e-14,1.73754934193533e-14,4.06993056385173e-14,1.8939947551208e-14,2.01342319081275e-14,1.24574303708745e-14,2.10900616058795e-14
5.47099995445799e-14,5.60407907092169e-14,5.36606115117155e-14,4.28120165574646e-14,5.01523006985578e-14,5.2874147544915e-14,4.52659775272431e-14
4.26743862084259e-14,4.65462453963793e-14,4.80349735702455e-14,4.32776385128888e-14,4.0359322112762e-14,4.48231387340123e-14,4.05149965183758e-14
4.2175799869655e-14,4.2463930489057e-14,5.03402260382494e-14,4.87850536401912e-14,5.15766416889419e-14,4.60714975262958e-14,4.48084554120993e-14
4.71631822687438e-14,5.67637226222735e-14,5.88908635771552e-14,5.86501987701611e-14,5.29369375045059e-14,5.40185929175129e-14,5.10534999471403e-14
2.24113924877912e-14,1.58692451820381e-14,4.21076957506023e-14,2.06428582644171e-14,2.05894036761723e-14,1.28292819871343e-14,2.195174374533e-14
5.09001507586539e-14,5.90226497495531e-14,5.6085761031722e-14,4.77254951389595e-14,5.03197477388656e-14,5.1613059961152e-14,4.96532778067122e-14
5.07825712798759e-14,4.71862066953678e-14,5.38052097701194e-14,4.94078939190824e-14,4.41162412390261e-14,4.65556126372897e-14,4.51869166874983e-14
4.8090234077177e-14,4.47937672770183e-14,5.2480725852579e-14,5.43882134090009e-14,5.33699426046105e-14,4.6479257263442e-14,4.99088938008598e-14
5.24625943500763e-14,5.98531181831026e-14,5.93323976665604e-14,5.92584573544312e-14,5.30253764174756e-14,5.81604295168777e-14,5.17693512869581e-14
2.31173450026845e-14,1.60712954796704e-14,4.73611278627478e-14,2.10956997051272e-14,2.07856217624442e-14,1.42325962234678e-14,2.17160812433181e-14
5.8243251230997e-14,5.95234401033134e-14,5.8025592103722e-14,4.88151094568958e-14,5.37127412494064e-14,5.70383499817071e-14,4.95444216843517e-14
4.94444664614535e-14,4.96729136101885e-14,6.04008581045321e-14,5.14633809952515e-14,4.92568256280111e-14,4.92890065944708e-14,4.79961707665458e-14
5.16890406793758e-14,4.90729911484494e-14,5.37280899398895e-14,5.7256992704761e-14,5.57517235166434e-14,4.95047200566391e-14,5.19881932898456e-14
5.15606525545045e-14,5.63323153577878e-14,6.45809851409712e-14,5.81587936908978e-14,5.33846472984467e-14,5.79118013057971e-14,5.30479488369409e-14
2.42295496964039e-14,1.98015036555614e-14,4.87904163048071e-14,2.1499969900179e-14,2.11249935644081e-14,1.49588414181193e-14,2.22166863170217e-14
5.82993069616381e-14,6.08783344054538e-14,5.95346274682538e-14,4.86302573157766e-14,5.27066929376538e-14,5.72874475232288e-14,4.99314460386615e-14
5.6050127139502e-14,4.88845731652503e-14,6.22516290747494e-14,5.4278336496853e-14,5.13270146893955e-14,5.58574248558614e-14,5.26555245935086e-14
5.22783554131285e-14,5.1064990334843e-14,5.38371754370377e-14,6.18893875130255e-14,6.09860703971426e-14,5.61089391862566e-14,5.41537447860077e-14
5.24636521931604e-14,5.95713711605787e-14,6.26851747108937e-14,5.63334412722507e-14,5.55362912531777e-14,5.74223613962329e-14,5.54625792029575e-14
